Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,MA10,MA50,RSI
2010-03-16 04:00:00,39.61591010158659,39.788784553796845,39.214840106288506,39.70580291748047,6256500,0.0,0.0,AMGN,39.64287490844727,39.51259666442871,59.04247983403605
2010-03-17 04:00:00,39.664306708435966,39.71271133422852,39.34621841384082,39.71271133422852,5348600,0.0,0.0,AMGN,39.67952308654786,39.50858573913574,67.9874264609423
2010-03-18 04:00:00,39.69888661263399,40.41112846699974,39.52601217125554,40.32123565673828,6442600,0.0,0.0,AMGN,39.786013031005865,39.52366035461426,72.36805430547398
2010-03-19 04:00:00,40.74303428680869,41.57974832516726,39.86483472162508,41.48985290527344,18901000,0.0,0.0,AMGN,39.976865768432624,39.568054122924806,79.80723939657538
2010-03-22 04:00:00,41.220178737727885,41.75954610509281,41.14411356789859,41.55209732055664,8837000,0.0,0.0,AMGN,40.14835739135743,39.62088478088379,80.60811937530993
2010-03-23 04:00:00,41.41379321171805,41.54517945146278,41.22017471675212,41.531349182128906,5024800,0.0,0.0,AMGN,40.307402038574224,39.6663850402832,80.03767189374669
2010-03-24 04:00:00,41.34465045653183,41.48986434866708,40.77070606687176,40.846771240234375,9367100,0.0,0.0,AMGN,40.39660415649415,39.69473640441895,68.79065864182891
2010-03-25 04:00:00,41.07496130047191,41.34464496083407,40.79836118643912,40.9781494140625,8863000,0.0,0.0,AMGN,40.518998336791995,39.739406967163085,67.29439325168725
2010-03-26 04:00:00,41.03348546426173,41.43455287431068,40.79837607290367,41.08189010620117,5627100,0.0,0.0,AMGN,40.65591621398926,39.7792374420166,66.0142388926134
2010-03-29 04:00:00,41.282417479268055,41.59359200396233,41.22018257432919,41.42763137817383,4268700,0.0,0.0,AMGN,40.864749145507815,39.83109970092774,68.00664939941946
2010-03-30 04:00:00,41.35847880670347,41.67656711884922,41.18560437994759,41.55209732055664,4360400,0.0,0.0,AMGN,41.04937858581543,39.88420669555664,68.84155071854676
2010-03-31 04:00:00,41.48986239741865,41.64199273698927,41.275497158737736,41.37922286987305,4975100,0.0,0.0,AMGN,41.216029739379884,39.91587707519531,69.29384355060202
2010-04-01 04:00:00,41.455280780771325,42.139861913259,41.455280780771325,42.04305267333984,5916500,0.0,0.0,AMGN,41.38821144104004,39.9656649017334,74.10584418300515
2010-04-05 04:00:00,42.001562711637646,42.105285762324215,41.67655801620796,41.78028106689453,3679800,0.0,0.0,AMGN,41.417254257202146,40.0180802154541,75.84182358899147
2010-04-06 04:00:00,41.66273481520832,41.82869541745176,41.379220874677095,41.69039535522461,3947200,0.0,0.0,AMGN,41.431084060668944,40.06911254882812,72.31730659512539
2010-04-07 04:00:00,41.69038820823319,42.0153902652194,41.54517435482315,41.731876373291016,4573500,0.0,0.0,AMGN,41.45113677978516,40.13328338623047,72.5308946771596
2010-04-08 04:00:00,41.773387781813554,42.06381826974848,41.399978284978005,41.84945297241211,4367700,0.0,0.0,AMGN,41.55140495300293,40.187773361206055,69.1509144432218
2010-04-09 04:00:00,41.66965614298566,42.12604458410943,41.66965614298566,42.11221694946289,3585500,0.0,0.0,AMGN,41.66481170654297,40.23147605895996,60.0899473451804
2010-04-12 04:00:00,41.946251064344246,42.11221167572169,41.607416025131904,41.7457160949707,5588600,0.0,0.0,AMGN,41.73119430541992,40.263146591186526,52.85713642381721
2010-04-13 04:00:00,41.4414634711813,42.11221718301297,41.4414634711813,41.960086822509766,4710500,0.0,0.0,AMGN,41.78443984985351,40.29357231140137,55.98468139669371
2010-04-14 04:00:00,41.78029609054521,42.31966617191039,41.752638183129,42.27817535400391,5183600,0.0,0.0,AMGN,41.857047653198244,40.327041015625,72.25808977407017
2010-04-15 04:00:00,42.09146680200046,42.22976687792228,41.80103901663373,41.93242263793945,4636700,0.0,0.0,AMGN,41.91236763000488,40.34654136657715,63.91132149129197
2010-04-16 04:00:00,41.96007902297382,42.22284887740261,41.51752093415963,41.98773956298828,7315800,0.0,0.0,AMGN,41.906836318969724,40.369360733032224,63.3945120761175
2010-04-19 04:00:00,41.89784446174231,42.36114664034321,41.60050024884603,42.22976303100586,4270300,0.0,0.0,AMGN,41.95178451538086,40.418318634033206,62.236188215029735
2010-04-20 04:00:00,42.25051075958028,42.25051075958028,41.42071558381372,41.61433410644531,7220000,0.0,0.0,AMGN,41.94417839050293,40.452893295288085,50.825713889504655
2010-04-21 04:00:00,41.386146506005225,41.48987224175162,40.18294168819325,40.59783935546875,13763400,0.0,0.0,AMGN,41.8307746887207,40.47018096923828,41.529324289564904
2010-04-22 04:00:00,39.97547947539392,40.61165603734545,39.43610952302833,40.21750259399414,10389400,0.0,0.0,AMGN,41.667579650878906,40.483319396972654,28.913865137072307
2010-04-23 04:00:00,40.169094092254326,40.79835677771854,39.94089862715823,40.71537780761719,7107600,0.0,0.0,AMGN,41.52789573669433,40.511532363891604,38.33339741457278
2010-04-26 04:00:00,40.784536179135415,40.93666652526733,40.39038268038866,40.40421295166016,6157000,0.0,0.0,AMGN,41.39374542236328,40.538224411010745,36.56075988217531
2010-04-27 04:00:00,40.24517069808935,40.74304729821026,39.95474026331871,39.99623107910156,6178400,0.0,0.0,AMGN,41.19735984802246,40.557033157348634,33.15455752431916
2010-04-28 04:00:00,40.05154381472605,40.494104539704814,39.95473456289936,40.2313346862793,6236100,0.0,0.0,AMGN,40.99267578125,40.573490676879885,34.645512528144025
2010-04-29 04:00:00,40.3696329305552,40.83293508282664,40.155267712693615,40.51484680175781,4342600,0.0,0.0,AMGN,40.850918197631835,40.592714385986326,34.90184455650676
2010-04-30 04:00:00,40.66698450130044,40.81911221582944,39.61590758216406,39.62973785400391,8187900,0.0,0.0,AMGN,40.6151180267334,40.593267669677736,31.785688250773887
2010-05-03 04:00:00,39.72654736279966,40.07229624735344,39.50526828771361,39.82335662841797,5912300,0.0,0.0,AMGN,40.37447738647461,40.59617225646973,31.54110855310205
2010-05-04 04:00:00,39.49143575035426,39.57441473928776,38.6616379474558,39.29781723022461,7686400,0.0,0.0,AMGN,40.14282569885254,40.59243804931641,25.144039179929422
2010-05-05 04:00:00,39.37388806963775,39.65740209299427,38.93132985150611,39.13877868652344,5988200,0.0,0.0,AMGN,39.99691963195801,40.59548065185547,25.95228791436118
2010-05-06 04:00:00,39.02122515108017,39.06271597305254,36.51108713563533,37.8595085144043,9744800,0.0,0.0,AMGN,39.76112022399902,40.567959213256835,20.64889746664946
2010-05-07 04:00:00,37.70737069493831,38.22599399686915,37.00895914232744,37.658966064453125,10580700,0.0,0.0,AMGN,39.455479049682616,40.543203582763674,17.309496123925186
2010-05-10 04:00:00,38.239820023804576,39.38079221655512,38.14301077357929,38.433441162109375,8395700,0.0,0.0,AMGN,39.25840187072754,40.528958587646486,27.756188025049767
2010-05-11 04:00:00,38.23291031745077,39.2355825585744,38.03237534165514,38.67546844482422,5909600,0.0,0.0,AMGN,39.126325607299805,40.515543365478514,34.92398840679601
2010-05-12 04:00:00,38.66855992029481,39.304739337250325,38.39196235289007,39.13877868652344,5446800,0.0,0.0,AMGN,39.01707000732422,40.51180938720703,41.64889328588513
2010-05-13 04:00:00,38.972806759205305,39.07652982075423,38.571736868557934,38.64088821411133,4741100,0.0,0.0,AMGN,38.82967414855957,40.497702560424806,33.940058319783034
2010-05-14 04:00:00,38.51642646514144,38.640896275249936,37.48609362321106,37.81801223754883,5717100,0.0,0.0,AMGN,38.648501586914065,40.468936080932615,31.44841264411906
2010-05-17 04:00:00,38.29513915239085,38.29513915239085,37.257892716481,37.90098571777344,5898400,0.0,0.0,AMGN,38.45626449584961,40.43532928466797,34.2351015084769
2010-05-18 04:00:00,37.983971034698776,38.27439881906458,37.72811760973063,37.80418014526367,4389400,0.0,0.0,AMGN,38.30690078735351,40.39466926574707,31.34963254088477
2010-05-19 04:00:00,37.68662868490897,38.557914719537045,37.57598914657755,38.21216583251953,5816900,0.0,0.0,AMGN,38.214239501953124,40.36009452819824,32.63821058238673
2010-05-20 04:00:00,37.46534557624671,37.85258523765949,36.53873855324652,36.607887268066406,7296300,0.0,0.0,AMGN,38.089077377319335,40.29315727233887,29.444959946526097
2010-05-21 04:00:00,36.08926014552965,36.98820916946889,35.8334067625498,36.26213455200195,10539300,0.0,0.0,AMGN,37.94939422607422,40.22331581115723,26.26727103093596
2010-05-24 04:00:00,35.96480523983492,36.75311507525566,35.702037932549864,36.41427993774414,7187300,0.0,0.0,AMGN,37.7474781036377,40.157347183227536,29.77705864664229
2010-05-25 04:00:00,35.92330963848367,36.414272421543856,35.38393958475191,36.33820724487305,8788100,0.0,0.0,AMGN,37.51375198364258,40.097325286865235,30.12765994305893
2010-05-26 04:00:00,36.26213575954622,36.26213575954622,34.79616148244271,34.823822021484375,11039900,0.0,0.0,AMGN,37.08225631713867,39.99968566894531,29.154859553637422
2010-05-27 04:00:00,35.28712818640756,35.57755860361058,35.03127476585939,35.56372833251953,7325700,0.0,0.0,AMGN,36.77454032897949,39.916706008911135,36.60485475061432
2010-05-28 04:00:00,35.785003900156006,36.11692246036856,35.584468945698134,35.805747985839844,11169800,0.0,0.0,AMGN,36.5733139038086,39.826396255493165,31.97352898381571
